Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
12791,0.53,Ideal,F,SI2,61.7,55.0,5.22,5.25,3.23,1421
334,1.51,Premium,G,SI1,61.6,59.0,7.32,7.3,4.5,10739
6554,0.39,Premium,J,VS1,61.6,59.0,4.67,4.71,2.89,616
13544,1.02,Premium,G,VS2,61.5,59.0,6.4,6.45,3.95,5250
16302,1.47,Fair,F,SI2,65.9,59.0,6.99,6.94,4.59,6108
18834,1.0,Very Good,F,VS1,58.1,62.0,6.57,6.62,3.83,6098
3027,0.54,Ideal,H,VVS1,61.8,55.0,5.24,5.21,3.23,1944
1772,1.04,Ideal,G,VS1,60.7,55.0,6.57,6.61,4.0,7655
26513,0.7,Very Good,F,SI1,58.4,63.0,5.77,5.84,3.39,2058
19299,1.17,Very Good,H,SI1,59.6,62.0,6.88,6.82,4.08,6336
13353,0.47,Ideal,H,IF,62.4,57.0,4.97,5.0,3.11,1865
11429,1.03,Ideal,E,SI2,62.3,56.0,6.44,6.52,4.04,4758
22792,1.01,Good,E,SI1,63.7,58.0,6.36,6.32,4.04,5226
18202,1.0,Very Good,D,SI1,62.1,61.0,6.3,6.32,3.92,5390
19218,0.52,Premium,G,VVS2,61.5,62.0,5.17,5.14,3.17,2012
19618,0.59,Good,I,VS2,63.4,56.0,5.33,5.37,3.39,1294
21977,0.42,Ideal,D,VS2,62.4,55.0,4.8,4.82,3.0,1031
20226,1.09,Ideal,G,VS1,60.4,58.0,6.67,6.7,4.04,8296
15125,0.3,Good,D,SI1,63.4,56.0,4.26,4.29,2.71,552
5024,0.41,Premium,F,VS1,62.7,58.0,4.77,4.74,2.98,1076
4574,0.78,Ideal,I,VS2,61.8,55.0,5.92,5.95,3.67,2834
5523,0.52,Premium,G,VS1,62.4,59.0,5.16,5.13,3.21,1815
3625,0.31,Ideal,D,VS2,62.6,56.0,4.33,4.36,2.72,734
3545,0.25,Very Good,F,VVS2,62.2,57.0,4.01,4.04,2.5,633
21757,0.24,Ideal,G,VS1,61.8,56.0,3.99,4.04,2.48,442
9915,2.0,Premium,I,VS2,58.6,62.0,8.2,8.17,4.8,16068
5488,0.77,Ideal,E,SI2,62.3,57.0,5.88,5.91,3.67,2689
14360,0.26,Good,H,VVS2,63.4,55.0,4.05,4.06,2.57,440
24874,0.25,Very Good,E,IF,61.3,56.0,4.1,4.13,2.53,633
992,0.36,Ideal,G,VS1,61.4,56.0,4.55,4.6,2.81,949
26919,1.0,Good,G,VS2,63.4,57.0,6.27,6.31,3.99,5702
10446,0.3,Ideal,F,VS1,61.8,53.0,4.32,4.36,2.68,621
4400,0.9,Good,G,SI1,63.7,58.0,6.12,6.09,3.89,3669
21572,1.01,Very Good,J,SI2,63.3,53.0,6.35,6.31,4.01,3088
26093,1.49,Ideal,H,SI1,62.4,56.0,7.28,7.24,4.53,9132
11074,1.07,Ideal,H,SI2,59.2,57.0,6.7,6.64,3.95,4434
10056,0.53,Ideal,F,VS1,61.5,56.0,5.26,5.22,3.22,1856
25664,0.26,Very Good,F,VS2,62.9,59.0,4.04,4.07,2.55,453
24085,1.05,Premium,H,I1,62.0,59.0,6.5,6.47,4.02,2881
6736,1.08,Premium,H,SI1,62.6,56.0,6.58,6.52,4.1,4826
9026,0.71,Fair,D,VS2,56.9,65.0,5.89,5.84,3.34,2858
24870,1.4,Premium,H,VS2,62.9,55.0,7.15,7.06,4.47,8847
17955,2.27,Good,H,SI2,63.6,58.0,8.37,8.29,5.3,14249
2424,0.34,Ideal,F,SI1,63.0,54.0,4.5,4.48,2.83,727
6147,0.71,Very Good,E,VS2,59.9,59.0,5.77,5.81,3.47,2921
11795,0.41,Good,E,VVS1,64.1,55.0,4.68,4.71,3.01,1228
25922,0.53,Ideal,G,VS1,61.9,56.0,5.21,5.19,3.22,1813
15573,0.73,Very Good,E,SI1,63.2,58.0,5.76,5.7,3.62,2821
21437,0.41,Very Good,D,SI1,63.4,55.0,4.72,4.68,2.98,947
7686,1.22,Ideal,H,SI1,61.8,57.0,6.85,6.83,4.23,6776
23538,1.69,Ideal,I,VS2,,56.0,7.74,7.77,4.69,13645
11783,0.53,Good,D,SI1,63.8,56.0,5.16,5.12,3.28,1636
5094,0.3,Very Good,H,SI1,63.4,57.0,4.31,4.27,2.72,540
24984,0.33,Premium,G,VVS1,62.1,58.0,4.4,4.43,2.74,868
682,0.71,Ideal,I,IF,61.5,56.0,5.74,5.77,3.54,2925
4378,0.43,Ideal,I,VS2,61.8,55.0,4.85,4.89,3.01,716
5683,0.58,Ideal,E,SI2,62.7,56.0,5.29,5.34,3.33,1234
12077,0.5,Very Good,H,VS2,63.0,55.0,5.05,5.08,3.19,1209
23627,0.52,Ideal,D,VS2,62.2,56.0,5.16,5.13,3.2,1919
10356,1.01,Good,G,SI2,63.7,58.0,6.31,6.35,4.03,3852
3604,1.5,Good,I,SI1,63.8,56.0,7.26,7.15,4.59,6224
6776,1.24,Ideal,F,SI2,61.4,58.0,6.85,6.9,4.22,6503
25965,0.7,Very Good,F,SI1,62.4,56.0,5.63,5.69,3.53,2573
25423,1.51,Fair,D,SI2,66.2,54.0,7.19,7.08,4.72,6596
16715,0.24,Very Good,F,VVS2,58.0,60.0,4.09,4.12,2.38,533
2615,0.42,Ideal,F,VVS1,62.0,55.0,4.81,4.84,2.99,1326
10597,1.01,Very Good,F,SI2,62.8,60.0,6.33,6.4,4.0,4416
22128,2.01,Good,I,SI1,58.5,62.0,8.24,8.31,4.84,14998
20342,0.34,Ideal,E,VVS1,61.0,57.0,4.53,4.55,2.77,946
15653,0.6,Ideal,G,VS1,61.1,57.0,5.41,5.45,3.32,2147
16743,0.91,Good,F,SI1,64.0,57.0,6.17,6.08,3.92,3363
11631,1.2,Ideal,G,SI1,61.6,57.0,6.85,6.88,4.23,7372
25483,0.31,Premium,D,VS2,61.2,59.0,4.32,4.37,2.66,734
6537,0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,1787
9704,0.39,Very Good,E,VS2,60.0,56.0,4.76,4.81,2.87,808
21763,0.71,Premium,I,SI2,60.3,58.0,5.78,5.72,3.47,1917
19962,2.01,Premium,G,SI2,60.1,60.0,8.25,8.18,4.94,17403
15694,0.31,Good,E,SI1,63.9,56.0,4.31,4.27,2.74,698
25176,0.83,Ideal,J,VS2,62.3,55.0,6.01,6.03,3.75,2742
8366,0.3,Premium,G,VS1,60.0,60.0,4.33,4.3,2.59,776
26646,0.55,Ideal,D,VS2,58.5,58.0,5.42,5.39,3.16,2079
15884,0.34,Ideal,F,SI1,61.1,56.0,4.52,4.55,2.77,537
24691,0.31,Premium,D,SI1,61.1,57.0,4.36,4.35,2.66,732
21393,0.52,Ideal,H,VS2,61.7,54.0,5.18,5.22,3.21,1238
19801,0.33,Very Good,F,SI2,63.0,58.0,4.4,4.42,2.78,434
8743,0.65,Very Good,H,SI2,62.0,56.0,5.53,5.56,3.44,1331
4026,0.33,Premium,H,VS1,61.9,58.0,4.43,4.45,2.75,579
7281,1.91,Fair,I,VS1,59.5,68.0,8.1,7.91,4.78,12244
20900,1.5,Very Good,E,VS2,62.9,56.0,7.31,7.22,4.57,13892
26771,0.37,Ideal,G,IF,61.4,55.0,4.63,4.66,2.85,1056
9005,1.02,Premium,F,SI2,,58.0,6.43,6.37,4.03,4398
9038,0.72,Ideal,F,VS1,61.7,57.0,5.77,5.74,3.55,2829
1926,0.34,Ideal,G,VS2,62.4,57.0,4.46,4.48,2.79,517
6193,0.32,Ideal,I,VS2,63.0,57.0,4.37,4.33,2.74,576
612,1.05,Fair,F,SI2,66.0,60.0,6.3,6.22,4.13,3615
7167,0.23,Very Good,F,VVS1,61.4,58.0,3.93,3.95,2.42,530
14498,1.01,Very Good,D,SI1,62.2,58.0,6.36,6.4,3.97,5122
1877,0.71,Very Good,G,SI1,61.7,56.0,5.7,5.74,3.53,2334
21669,1.01,Good,I,VS2,63.6,57.0,6.3,6.21,3.98,3620
6265,1.2,Very Good,E,SI2,63.3,55.0,6.77,6.73,4.27,5645
14260,0.31,Ideal,G,VS1,61.5,54.0,4.39,4.43,2.71,658
5775,0.5,Premium,F,SI1,60.1,59.0,5.17,5.14,3.1,1332
18126,0.7,Premium,H,SI2,62.9,61.0,5.57,5.53,3.49,1942
26693,1.01,Very Good,G,VS1,63.6,57.0,6.34,6.36,4.04,7021
2014,0.44,Ideal,D,VS1,61.3,56.0,4.92,4.87,3.0,1294
12089,0.71,Good,E,SI2,58.7,61.0,5.73,5.78,3.38,2226
10612,1.0,Ideal,G,VS1,62.9,57.0,6.36,6.32,3.99,6290
7631,0.95,Good,F,SI2,59.7,57.0,6.41,6.45,3.84,3750
13645,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,5000
22247,0.27,Ideal,D,VVS2,62.6,56.0,4.13,4.15,2.59,622
10925,0.31,Very Good,G,SI1,61.7,55.0,4.37,4.38,2.7,462
4226,0.3,Very Good,H,SI2,63.2,55.0,4.29,4.26,2.7,485
3633,1.21,Premium,I,SI2,62.3,59.0,6.82,6.77,4.23,4686
6545,0.41,Ideal,F,VVS1,62.3,55.0,4.79,4.74,2.97,1356
554,2.16,Premium,J,VVS1,61.5,58.0,8.36,8.26,5.11,17891
15755,0.55,Ideal,F,VVS2,60.8,56.0,5.27,5.32,3.22,2294
15280,0.3,Premium,D,VS2,62.0,58.0,4.32,4.29,2.67,911
15919,0.3,Premium,D,VS2,61.0,60.0,4.29,4.33,2.63,710
2441,0.53,Ideal,D,SI1,62.0,55.0,5.22,5.24,3.24,1631
6188,0.33,Very Good,F,SI1,61.2,58.1,4.48,4.51,2.75,544
12528,1.02,Premium,H,SI1,61.8,56.0,6.47,6.42,3.98,4102
10607,0.3,Ideal,D,VS1,62.0,54.0,4.3,4.34,2.68,661
25564,0.42,Ideal,D,VS1,61.8,56.0,4.82,4.86,2.99,1132
4589,0.41,Very Good,F,VS1,60.7,56.0,4.77,4.82,2.91,1007
23657,0.24,Very Good,F,VVS2,60.5,59.0,3.98,4.05,2.43,552
18207,1.08,Premium,D,SI1,62.6,56.0,6.62,6.57,4.13,5758
5648,0.53,Good,E,VS2,63.7,55.0,5.15,5.12,3.27,1727
10274,0.65,Premium,D,VVS2,59.9,58.0,5.69,5.63,3.39,3003
15485,0.23,Very Good,E,VVS2,58.0,60.0,4.04,4.07,2.35,465
23569,1.26,Ideal,G,SI1,59.6,57.0,7.08,7.04,4.21,6738
26898,0.3,Premium,E,VS2,60.4,58.0,4.3,4.34,2.61,658
17227,1.0,Fair,J,SI1,65.3,57.0,6.33,6.12,4.08,3175
10313,0.92,Ideal,H,SI1,61.6,56.0,6.21,6.25,3.84,4587
14076,0.72,Premium,D,VS2,61.1,60.0,5.74,5.69,3.49,2721
20539,1.16,Ideal,D,SI2,62.5,56.0,6.7,6.8,4.23,5615
8979,1.12,Ideal,G,VS2,62.2,54.0,6.65,6.7,4.15,7193
4920,1.07,Premium,G,VS2,59.8,58.0,6.67,6.63,3.98,5177
26174,0.3,Premium,G,VVS2,61.0,60.0,4.32,4.3,2.63,878
8792,1.71,Premium,H,VS2,58.8,60.0,7.85,7.8,4.6,12607
23570,0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,3030
9930,0.3,Ideal,D,SI1,61.0,56.0,4.35,4.37,2.66,552
4724,0.57,Ideal,E,SI1,61.9,56.0,5.35,5.32,3.3,1728
7532,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,5535
20021,0.51,Ideal,H,VVS2,61.6,55.0,5.11,5.14,3.16,1877
17311,0.56,Ideal,F,VS2,61.3,54.0,5.37,5.34,3.28,1814
15334,0.76,Premium,F,SI1,60.9,59.0,5.89,5.83,3.57,2631
2868,0.57,Premium,F,VS1,59.9,59.0,5.35,5.4,3.22,1689
12510,0.76,Premium,D,SI1,61.1,59.0,5.93,5.88,3.61,2847
23764,0.5,Premium,E,SI1,62.2,58.0,5.03,4.87,3.1,1073
399,0.34,Ideal,F,VVS1,61.7,55.0,4.51,4.5,2.78,959
17816,1.02,Premium,G,SI1,62.3,59.0,6.4,6.44,4.0,4633
8519,0.83,Ideal,E,SI1,61.6,56.0,6.03,6.05,3.72,3775
18835,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,5293
18574,1.46,Very Good,J,VS2,59.7,59.0,7.36,7.39,4.4,7358
5635,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,3777
4478,0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,784
17763,0.52,Very Good,H,SI1,62.6,55.0,5.12,5.16,3.22,1111
19533,0.32,Premium,E,VS2,60.5,58.0,4.44,4.48,2.7,702
16019,0.73,Ideal,E,VS1,60.9,55.8,5.8,5.85,3.55,3660
19946,1.01,Good,H,SI1,64.0,58.0,6.37,6.31,4.06,4191
22310,0.3,Premium,H,VVS2,62.4,58.0,4.26,4.3,2.67,605
22046,0.33,Ideal,G,VVS1,62.3,55.0,4.46,4.43,2.77,1114
20807,1.52,Premium,E,SI2,62.0,62.0,7.2,7.13,4.44,8810
12372,1.51,Ideal,I,SI1,61.2,60.0,7.39,7.37,4.52,8396
8600,2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,9296
618,0.39,Premium,F,VS2,62.4,58.0,4.65,4.61,2.89,1053
4912,0.85,Very Good,E,VS2,60.2,60.0,6.09,6.14,3.68,3871
19473,0.9,Good,G,SI2,62.7,59.0,6.04,6.12,3.81,3489
1866,1.51,Good,D,VS1,63.7,55.0,7.28,7.22,4.62,17111
9626,2.26,Ideal,H,SI2,62.2,56.0,8.38,8.35,5.2,17312
16934,1.04,Ideal,G,VS2,61.4,57.0,6.5,6.53,4.0,6177
17941,1.22,Ideal,J,SI2,61.2,57.0,6.86,6.9,4.21,4676
18355,1.51,Premium,E,SI2,61.1,60.0,7.37,7.27,4.47,9513
222,1.7,Ideal,J,SI2,60.5,57.0,7.74,7.84,4.71,8505
15622,0.32,Premium,H,VS1,61.3,60.0,4.33,4.38,2.67,561
355,1.01,Good,G,SI1,60.7,59.0,6.35,6.4,3.87,4672
13809,1.61,Premium,H,SI1,62.8,58.0,7.47,7.4,4.67,7754
10390,2.06,Good,J,SI1,64.1,56.0,7.97,8.09,5.15,11746
10784,0.31,Very Good,H,VS1,,58.0,4.28,4.34,2.69,544
16049,1.01,Very Good,I,SI2,61.8,60.0,6.34,6.37,3.93,3885
17482,2.03,Very Good,I,SI1,62.3,60.0,8.01,8.07,5.01,16392
9147,0.59,Fair,G,I1,64.6,56.0,5.26,5.2,3.38,903
13190,1.22,Ideal,H,SI2,61.7,56.0,6.91,6.83,4.24,5807
4236,0.5,Fair,F,SI1,65.1,59.0,5.01,4.92,3.23,994
16017,0.28,Very Good,F,VVS2,60.6,59.0,4.22,4.26,2.57,642
22687,1.05,Ideal,G,VS1,62.5,56.0,6.48,6.54,4.07,7037
10617,1.5,Ideal,F,VS2,62.6,57.0,7.27,7.34,4.57,14759
21376,0.39,Very Good,F,VS1,62.0,56.0,4.72,4.64,2.9,971
3105,1.01,Premium,D,SI1,62.0,60.0,6.37,6.4,3.96,6066
2431,0.73,Very Good,F,VVS2,61.9,59.0,5.72,5.84,3.58,3442
24945,0.9,Premium,F,SI2,61.9,62.0,6.12,6.07,3.77,3210
18666,0.34,Ideal,D,SI1,60.4,57.0,4.51,4.53,2.73,626
5019,1.2,Ideal,H,I1,58.6,57.0,7.01,6.96,4.09,3763
21826,0.73,Ideal,J,VS2,62.3,55.0,5.74,5.78,3.59,2101
21921,1.35,Ideal,J,VS2,61.4,57.0,7.13,7.1,4.37,5969
9256,0.57,Premium,D,VS2,60.4,57.0,5.38,5.35,3.24,1775
25163,0.32,Premium,G,VS2,61.5,60.0,4.4,4.42,2.71,561
22497,0.51,Good,G,VS2,63.9,56.0,5.1,5.07,3.25,1443
21340,1.04,Premium,I,SI1,62.5,62.0,6.45,6.39,4.01,4252
22938,1.39,Ideal,H,VVS2,61.2,54.0,7.23,7.25,4.43,9298
6565,1.06,Good,E,SI2,58.8,61.0,6.63,6.67,3.91,4257
15868,0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,1331
19150,0.7,Premium,F,VVS2,58.7,60.0,5.8,5.75,3.39,3062
17910,1.12,Premium,H,VS2,,59.0,6.77,6.7,4.08,6052
6513,1.05,Ideal,F,VS1,62.1,56.0,6.54,6.59,4.08,7955
22533,0.44,Premium,H,SI2,58.4,60.0,5.05,4.99,2.93,759
5219,1.16,Ideal,F,VS2,61.4,56.0,6.83,6.78,4.18,9432
23490,1.22,Ideal,F,VS1,61.5,56.0,6.84,6.89,4.22,9581
13256,2.19,Premium,I,SI2,62.5,58.0,8.31,8.26,5.18,15169
24587,0.6,Good,D,SI1,63.8,57.0,5.32,5.27,3.38,1944
12138,0.31,Premium,E,VS2,61.3,60.0,4.39,4.32,2.67,872
4616,2.14,Fair,H,I1,66.4,56.0,8.0,7.92,5.29,6328
21242,1.0,Premium,G,VS2,61.6,54.0,6.49,6.46,3.99,6216
12177,1.01,Good,E,SI1,64.1,59.0,6.35,6.31,4.06,4480
4942,1.03,Premium,D,SI2,60.6,60.0,6.52,6.46,3.93,5076
24134,0.33,Ideal,G,VVS2,62.7,55.0,4.46,4.41,2.78,965
5968,0.24,Ideal,F,VS1,61.8,54.0,3.99,4.03,2.48,572
994,0.3,Very Good,E,SI1,62.9,56.0,4.24,4.31,2.69,526
14694,0.33,Premium,G,VS1,61.9,58.0,4.43,4.46,2.75,666
10054,0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,1306
8750,0.32,Very Good,F,VS2,60.8,58.0,4.41,4.44,2.69,645
17643,1.18,Ideal,I,SI1,62.2,56.0,6.85,6.75,4.23,5088
2987,0.58,Good,G,SI1,63.5,56.0,5.28,5.34,3.37,1295
7845,1.21,Very Good,F,VS2,60.1,55.0,6.91,7.01,4.18,8711
11536,0.6,Very Good,H,SI1,60.4,63.0,5.45,5.41,3.28,1378
17223,1.5,Ideal,F,SI1,60.9,56.0,7.43,7.36,4.5,8770
12671,0.3,Ideal,F,IF,62.0,56.0,4.31,4.33,2.68,886
806,0.41,Ideal,E,VVS2,62.0,56.0,4.72,4.76,2.94,1187
26291,1.05,Ideal,G,SI2,62.3,56.0,6.52,6.58,4.08,4561
6780,0.7,Good,I,SI2,63.4,59.0,5.66,5.57,3.56,1699
3629,0.3,Premium,G,VVS1,61.8,59.0,4.28,4.33,2.66,789
10733,1.12,Very Good,F,VS2,62.0,58.0,6.63,6.69,4.13,6925
15572,0.5,Ideal,E,VS2,61.3,57.0,5.13,5.15,3.15,1624
14616,0.38,Ideal,D,VS1,61.8,54.0,4.67,4.71,2.9,983
21069,2.38,Premium,J,VS2,62.6,59.0,8.52,8.49,5.32,16273
23273,1.17,Ideal,G,VS1,59.4,57.0,6.93,6.87,4.1,7155
3838,2.06,Ideal,I,SI2,62.4,55.0,8.1,8.14,5.07,14120
12673,1.51,Premium,E,SI1,60.3,58.0,7.47,7.43,4.49,12336
7919,0.61,Ideal,F,VS1,61.9,57.0,5.42,5.46,3.37,2246
2284,1.7,Ideal,I,SI1,62.9,57.0,7.57,7.5,4.74,9901
25179,0.3,Ideal,I,VS2,62.4,55.0,4.32,4.34,2.7,407
6961,1.15,Premium,H,SI1,62.0,58.0,6.77,6.71,4.18,5433
1430,1.52,Very Good,G,VS2,60.8,57.0,7.41,7.49,4.53,12596
22464,0.35,Premium,G,IF,59.1,59.0,4.62,4.59,2.72,1116
2145,1.5,Premium,F,SI1,62.8,56.0,7.36,7.3,4.6,11154
16032,0.37,Premium,E,VS1,60.4,58.0,4.66,4.61,2.8,1124
6994,0.24,Ideal,F,VVS2,61.5,56.0,3.99,4.01,2.46,540
131,1.56,Premium,G,VS2,61.9,58.0,7.44,7.4,4.59,13299
24090,2.11,Premium,J,SI2,60.7,60.0,8.27,8.2,5.0,12554
6408,0.31,Very Good,E,SI1,63.1,57.0,4.35,4.3,2.73,698
13594,0.32,Premium,E,VS2,61.3,59.0,4.35,4.39,2.68,702
10367,0.73,Ideal,E,VS2,61.4,55.0,5.82,5.8,3.57,2902
19844,1.0,Premium,D,SI1,59.2,62.0,6.54,6.49,3.86,5723
14396,0.62,Very Good,D,VS2,59.2,59.1,5.55,5.6,3.3,2311
20791,0.32,Good,H,SI2,63.8,56.0,4.36,4.38,2.79,403
13950,1.6,Ideal,I,SI2,61.9,57.0,7.51,7.48,4.64,8530
702,0.91,Good,G,SI2,63.6,56.0,6.14,6.09,3.89,3610
9444,0.23,Very Good,E,VVS1,62.2,59.0,3.92,3.96,2.45,465
1603,1.2,Ideal,H,SI1,,56.0,6.8,6.77,4.23,6471
25106,0.37,Very Good,E,VS1,63.5,59.0,4.55,4.59,2.9,784
15246,1.62,Premium,G,VS2,62.3,58.0,7.49,7.54,4.68,13578
14418,2.33,Ideal,I,VS2,62.4,57.0,8.52,8.47,5.31,15073
17670,1.5,Very Good,I,VS1,62.2,59.0,7.27,7.3,4.53,10164
26912,0.9,Very Good,F,SI2,63.1,56.0,6.18,6.12,3.88,3457
1645,0.34,Ideal,G,VS2,62.9,55.0,4.52,4.45,2.82,765
3335,0.31,Good,F,SI1,63.5,56.0,4.3,4.33,2.74,516
4819,1.22,Ideal,I,SI1,60.2,58.0,6.96,6.9,4.17,5807
5133,0.35,Ideal,F,VVS2,62.1,56.0,4.56,4.52,2.82,956
7558,1.73,Premium,I,SI2,61.1,62.0,7.64,7.54,4.64,7270
17245,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,954
17027,0.9,Ideal,G,SI2,62.4,57.0,6.16,6.13,3.84,2968
4646,1.01,Ideal,F,SI1,60.0,56.0,6.55,6.49,3.91,5274
7851,0.7,Ideal,E,VS2,61.0,56.0,5.76,5.79,3.52,3376
14893,0.7,Very Good,F,SI2,62.8,56.0,5.64,5.69,3.56,2092
4177,0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,844
5031,1.1,Good,E,SI2,63.3,56.0,6.53,6.58,4.15,4065
17113,0.71,Ideal,E,VS2,61.6,56.0,5.71,5.75,3.53,3381
10108,0.9,Premium,H,SI1,62.0,55.0,6.21,6.17,3.84,3377
3673,2.52,Fair,H,SI2,65.4,59.0,8.49,8.42,5.53,13846
21980,0.82,Ideal,F,SI1,61.7,56.0,6.01,6.06,3.72,3810
19814,1.45,Very Good,I,IF,60.6,61.0,7.32,7.41,4.46,9683
8848,0.36,Ideal,G,SI1,,55.0,4.59,4.54,2.86,689
19006,0.53,Very Good,E,IF,59.8,60.0,5.28,5.35,3.18,2542
15994,0.53,Ideal,D,VS2,61.2,55.0,5.21,5.25,3.2,1857
10804,0.96,Ideal,F,VS1,61.7,56.0,6.4,6.34,3.93,4333
15986,1.14,Ideal,H,VS2,62.6,56.0,6.68,6.65,4.17,6095
21531,0.9,Very Good,E,SI1,59.8,58.0,6.21,6.26,3.73,4165
25132,1.51,Fair,G,I1,65.6,54.0,7.28,7.1,4.72,4167
22646,0.78,Very Good,G,SI2,63.8,56.0,5.81,5.85,3.72,2759
3010,1.06,Ideal,H,SI2,59.4,57.0,6.67,6.63,3.95,4452
21731,0.5,Ideal,D,VS2,61.1,57.0,5.11,5.13,3.13,2243
15429,0.39,Very Good,F,VVS2,61.7,56.0,4.7,4.74,2.91,965
23489,0.71,Ideal,F,VS1,61.8,55.0,5.71,5.73,3.54,3710
14414,1.01,Premium,G,SI2,61.5,58.0,6.51,6.44,3.98,3461
19733,1.19,Ideal,H,VS2,,59.0,6.82,6.73,4.21,6662
18882,0.92,Premium,F,SI2,62.1,60.0,6.21,6.26,3.87,3083
12727,0.37,Very Good,E,VS2,58.9,61.0,4.66,4.68,2.75,811
25855,0.51,Ideal,G,VS1,61.9,56.0,5.11,5.14,3.17,1668
5606,1.0,Premium,E,VS1,59.1,59.0,6.56,6.51,3.86,8176
783,1.55,Ideal,J,SI1,61.7,54.0,7.42,7.55,4.62,7987
20997,1.59,Premium,I,VS2,59.9,60.0,7.61,7.57,4.55,9474
11205,0.56,Good,E,VS1,61.7,65.0,5.21,5.23,3.22,1938
14080,0.55,Very Good,F,SI1,62.9,58.0,5.23,5.26,3.3,1260
7614,0.34,Ideal,F,VVS1,61.1,56.0,4.5,4.53,2.76,1174
15483,1.51,Premium,E,VS2,60.7,60.0,7.37,7.46,4.5,14709
19983,0.31,Good,G,VS2,63.4,59.0,4.29,4.32,2.73,544
17675,1.01,Premium,G,SI1,62.1,56.0,6.42,6.36,3.97,4805
10632,0.33,Very Good,D,VS2,62.8,54.0,4.43,4.46,2.79,781
20911,0.35,Premium,D,SI1,61.0,60.0,4.58,4.54,2.78,827
25353,0.42,Premium,I,SI2,61.5,59.0,4.84,4.78,2.96,709
2586,0.31,Premium,F,VS2,62.9,58.0,4.31,4.27,2.7,802
13223,0.32,Ideal,G,VS1,61.8,55.0,4.42,4.45,2.74,559
21877,1.46,Premium,I,SI2,62.4,59.0,7.21,7.16,4.49,5519
12930,0.71,Ideal,I,VVS2,60.4,57.0,5.78,5.81,3.5,3007
20651,0.7,Ideal,F,VS1,61.6,55.0,5.68,5.71,3.51,3399
23026,0.58,Premium,G,VS1,61.5,58.0,5.35,5.41,3.31,1884
12704,1.0,Good,F,SI2,59.4,64.0,6.36,6.29,3.76,3858
20955,0.7,Very Good,F,VS2,62.3,58.0,5.64,5.72,3.54,2812
8228,1.51,Very Good,I,SI1,59.3,59.0,7.49,7.59,4.47,8856
13543,1.32,Very Good,G,SI2,62.9,57.0,6.94,6.98,4.38,6294
20966,0.54,Ideal,G,VS1,61.6,56.0,5.24,5.28,3.24,1957
4080,0.31,Premium,G,SI2,61.8,59.0,4.34,4.3,2.67,523
17841,0.34,Premium,D,SI1,59.6,61.0,4.53,4.5,2.69,803
19767,0.3,Premium,G,VVS1,61.7,58.0,4.3,4.26,2.64,1013
13429,0.41,Ideal,D,VS1,62.4,56.0,4.75,4.8,2.98,1105
2082,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,15913
21399,0.34,Ideal,D,VVS2,61.3,56.0,4.51,4.53,2.77,1054
21212,0.51,Premium,H,VS2,60.9,60.0,5.19,5.16,3.15,1202
26773,0.71,Ideal,E,SI2,62.3,57.0,5.66,5.74,3.55,2190
4085,0.55,Premium,F,SI2,60.6,58.0,5.31,5.28,3.21,1263
8561,1.5,Premium,F,VS2,62.4,57.0,7.38,7.29,4.58,13333
8369,0.72,Very Good,H,SI1,63.7,57.0,5.66,5.7,3.62,2168
5594,2.55,Premium,I,SI2,62.9,58.0,8.7,8.59,5.44,14351
12784,0.34,Ideal,D,VS2,62.0,55.0,4.45,4.49,2.77,805
21409,1.23,Premium,F,VVS2,61.6,59.0,6.9,6.8,4.22,11534
7644,0.27,Ideal,E,VS2,61.0,55.0,4.18,4.2,2.56,577
26930,0.58,Ideal,I,SI2,61.3,56.0,5.38,5.45,3.32,1158
23055,1.19,Ideal,F,VVS1,,57.0,6.84,6.79,4.22,12776
4626,0.3,Premium,E,VVS2,61.4,60.0,4.28,4.25,2.62,1013
5310,0.51,Ideal,E,VVS2,62.5,57.0,5.06,5.12,3.18,2301
11460,1.02,Premium,F,SI2,59.9,62.0,6.53,6.5,3.9,4238
17741,0.57,Very Good,D,SI2,62.9,57.0,5.26,5.3,3.32,1413
3997,1.54,Premium,G,VS2,60.9,59.0,7.49,7.45,4.55,12800
26496,0.32,Ideal,F,VS2,61.5,56.0,4.42,4.4,2.71,828
5147,1.31,Premium,J,VS2,62.0,59.0,7.04,6.97,4.34,6822
22134,1.01,Good,I,VS2,62.5,59.0,6.3,6.37,3.96,4239
12519,0.71,Ideal,G,VS2,62.9,56.0,5.73,5.68,3.59,2443
